11/8/15,59
11/15/15,62
11/22/15,63
11/29/15,57
12/6/15,54
12/13/15,56
12/20/15,80
12/27/15,67
1/3/16,57
1/10/16,58
1/17/16,57
1/24/16,53
1/31/16,56
2/7/16,53
2/14/16,55
2/21/16,53
2/28/16,52
3/6/16,53
3/13/16,57
3/20/16,56
3/27/16,54
4/3/16,53
4/10/16,51
4/17/16,55
4/24/16,57
5/1/16,56
5/8/16,57
5/15/16,54
5/22/16,52
5/29/16,54
6/5/16,56
6/12/16,77
6/19/16,53
6/26/16,51
7/3/16,51
7/10/16,52
7/17/16,47
7/24/16,46
7/31/16,46
8/7/16,44
8/14/16,52
8/21/16,49
8/28/16,81
9/4/16,55
9/11/16,60
9/18/16,81
9/25/16,64
10/2/16,56
10/9/16,58
10/16/16,70
10/23/16,55
10/30/16,74
11/6/16,53
11/13/16,53
11/20/16,55
11/27/16,53
12/4/16,50
12/11/16,53
12/18/16,53
12/25/16,64
1/1/17,52
1/8/17,54
1/15/17,50
1/22/17,50
1/29/17,51
2/5/17,50
2/12/17,50
2/19/17,51
2/26/17,52
3/5/17,52
3/12/17,55
3/19/17,57
3/26/17,51
4/2/17,52
4/9/17,53
4/16/17,51
4/23/17,47
4/30/17,47
5/7/17,49
5/14/17,47
5/21/17,47
5/28/17,47
6/4/17,59
6/11/17,59
6/18/17,48
6/25/17,46
7/2/17,44
7/9/17,44
7/16/17,46
7/23/17,44
7/30/17,47
8/6/17,47
8/13/17,49
8/20/17,50
8/27/17,47
9/3/17,53
9/10/17,51
9/17/17,71
9/24/17,63
10/1/17,58
10/8/17,53
10/15/17,54
10/22/17,53
10/29/17,53
11/5/17,53
11/12/17,100
11/19/17,69
11/26/17,63
