2017-11-17T07:48:00-05:00,"On Nov. 14, Bloomberg published a report claiming that Apple (NASDAQ:AAPL) intends to add a ""rear-facing 3D sensor"" to its flagship iPhones slated to launch in 2019. Bloomberg said this represents ""another step toward turning the handset into a leading augmented-reality device,"" citing ""people familiar with the plan.""

This year's iPhone X includes a 3D sensor embedded in the front-facing camera system, which Apple dubs a TrueDepth camera. This sensor is used for features such as Apple's Face ID biometric authentication as well as for the company's animated emoji feature, Animoji.

The rear-facing 3D sensor in the 2019 iPhone models will reportedly work differently from the one found in the iPhone X's front-facing TrueDepth camera system.

""The existing system relies on a structured-light technique that projects a pattern of 30,000 laser dots onto a user's face and measures the distortion to generate an accurate [3D] image for authentication,"" the Bloomberg article explained.

The system on the rear-facing cameras on the 2019 iPhones will, instead, ""use a time-of-flight approach that calculates the time it takes for a laser to bounce off surrounding objects to create a three-dimensional picture of the environment.""

The good news is that if Apple can get this technology worked out, it'll have a compelling selling point for its 2019 iPhones. A rear-facing 3D sensor alone won't be enough to carry the product cycle on its own, but as the headline feature combined with other, more routine, upgrades (e.g. camera quality, processing power, potential form factor improvements, and so on), it'd be quite nice.

In addition to helping Apple sell more iPhones during the product cycle beginning in the second half of 2019, the inclusion of such technology in a high-volume smartphone should afford developers the freedom to build augmented reality applications designed to take advantage of the new rear-facing 3D sensing capabilities.

If augmented reality takes off on the iOS platform thanks to continued hardware advancements, then Apple will have cultivated the ecosystem for a ""killer app"" that could help drive iPhone upgrades.

The bad news is that from the sound of this report, KGI Securities analyst Ming-Chi Kuo was right about Apple forgoing the inclusion of a rear-facing 3D sensor in the 2018 iPhones. That's obviously a selling point that could've helped Apple maintain iPhone growth momentum in the next iPhone product cycle.

Not all is lost, though. Next year, Apple is expected to introduce a new ultra-high-end version of the iPhone X with a gigantic 6.46-inch display as well as a lower-cost iPhone that includes many of the key technologies of the iPhone X (full face display, TrueDepth camera). It'll also sell an upgraded version of this year's iPhone X with a 5.85-inch organic light emitting diode (OLED) display, as well.

I think that bringing the best of this year's iPhone X to lower price points as well as to larger form factors, coupled with the standard upgrades that Apple introduces with each generation, should be more than enough to allow Apple to continue enjoying iPhone unit shipments in the coming fiscal year."
2017-11-17T09:30:00-05:00,"This year, Apple (NASDAQ:AAPL) released three new iPhones: iPhone 8, iPhone 8 Plus, and iPhone X. All three of these devices shared the same basic internals, including, most prominently, the new A11 Bionic applications processor.

Apple positioned the iPhone 8 and iPhone 8 Plus as the company's new flagship devices, with the iPhone X seemingly positioned as an ultra-premium device that's supposed to give customers a glimpse into the future of the iPhone.

Next year, Apple is also expected to introduce three new iPhones: an entry-level model with a 6.1-inch liquid crystal display (LCD) as well as two premium models with more advanced 5.85-inch and 6.46-inch organic light emitting diode (OLED) displays.

While Apple positioned the three new iPhones this year as flagship models, I believe that there's a good chance that only the two OLED models will be positioned as flagship devices.

Indeed, at this point, I think I can make a compelling case that the LCD iPhone that Apple introduces next year won't be positioned as a flagship device and, as such, will recycle much of the internal specifications of this year's iPhone X -- including the A11 Bionic chip.

The key assumption that I'm making here is that Apple will opt to recycle the same basic camera subsystem used in either the iPhone 8 Plus or the iPhone X in the 6.1-inch LCD iPhone. If this proves to be the case, then the A11 Bionic chip, which successfully powers the camera subsystems of the iPhone X, can power the camera subsystem of next year's 6.1-inch LCD iPhone.

If it doesn't and Apple introduces an all-new camera subsystem with the 6.1-inch LCD iPhone, then the use of the A11 Bionic becomes far less likely as camera performance in Apple's iPhones depends heavily on the capabilities of a dedicated processor, known as an image signal processor (ISP), that's embedded in each of Apple's A-series chips.

But, for the sake of this analysis, let's assume that I'm right that Apple won't endow the 6.1-inch LCD iPhone with the same new camera subsystems that it includes in the new OLED models.

The CPU performance of the A11 Bionic is already best-in-class, so the general performance of an A11-based LCD iPhone in web surfing as well as in any app present in the Apple App Store should be quite snappy.

In terms of graphics/display performance, the A11 Bionic should have an easier time driving the 6.1-inch LCD iPhone's display than it does pushing the displays on either the iPhone 8 Plus or the iPhone X.

Since the resolution of the display of the LCD iPhone should be somewhere in the ballpark of 1822-by-840 pixels (this is an estimate based on KGI Securities' pixel density claims), the chip inside of the 6.1-inch LCD iPhone will only need to draw about 1.53 million pixels (the more pixels the chip needs to draw, the more performance is required of the chip).

The A11 Bionic inside of the iPhone 8 Plus must draw about 2.07 million pixels, while that same chip inside of the iPhone X must draw a whopping 2.74 million pixels.

The A11 Bionic should therefore handle the graphics and display needs of the 6.1-inch LCD iPhone with ease.

If Apple were to give the new 6.1-inch LCD iPhone an older chip, it certainly wouldn't be an unprecedented move. For example, Apple's successful low-cost iPad includes a relatively dated A9 chip, while the two higher-end iPad Pro tablets use the company's latest A10X Fusion chip.

Now, next year's 6.1-inch LCD iPhone will, by no means, be positioned as Apple's lowest-end iPhone, so it still needs a modern, fast applications processor. But I think the A11 Bionic is more than good enough to power the experience that Apple wants to deliver with that device, and I believe it will reserve the A12 for the higher-end iPhones and use it as a selling point for those devices."
2017-11-16T08:00:00-05:00,"According to generally reliable analyst Ming-Chi Kuo with KGI Securities, Apple (NASDAQ:AAPL) is planning to launch three new iPhones next year. One of these new iPhones will be a new version of this year's iPhone X, which incorporates a 5.85-inch organic light-emitting diode (OLED) display; another will be a larger version of that updated iPhone X, but with a gigantic 6.46-inch OLED display; and the last will be an iPhone with 6.1-inch liquid crystal display (LCD).

The LCD model is expected to be the cheapest model in the lineup, as LCD technology costs less and and is less advanced than OLED technology. Additionally, per Kuo, the LCD model will ""differ significantly from the OLED models in hardware and design specs.""

There's quite a lot of skepticism about this report. For example, respected Apple blogger John Gruber expressed doubt that the iPhone X's core design would ""trickle down to the $750 price range after just one year.""

He also doesn't think the display size makes sense and ultimately concludes that he doesn't think Kuo's report is correct.

Apple has sold phones with the same basic form factor as the iPhone 6 and the iPhone 6 Plus for four product generations now: iPhone 6, iPhone 6s, iPhone 7, and iPhone 8. While Apple has, of course, brought numerous technology and user experience innovations with each new model, the truth is that form factor is an important selling point to the average consumer.

Considering this, Apple really wouldn't be smart to try to trot out the same basic form factors to handle the traditional iPhone price points next year, especially as the competitive environment will only intensify over the next year. At the same time, Apple probably wouldn't be wise to compromise on the features and designs of next year's 5.85-inch and 6.46-inch OLED iPhones, either, as the apparent success of the iPhone X seems to indicate that many iPhone buyers will pay premiums for compelling features and aesthetics.

Nevertheless, Apple still needs a product to serve customers that don't want to pay more for the iPhone X.

So, to Gruber's point, not only do I think that Apple cascade down the basic iPhone X features to lower price points (albeit with some compromises such as the use of LCDs instead of OLED displays), but Apple really won't have much choice but to do so if it wants to stay competitive.

An iPhone with a 6.1-inch full-face LCD would probably occupy a physical footprint that's just a bit larger than that of the current iPhone X (which has a 5.85-inch full-face OLED display). This means that it'd occupy a larger footprint than the current iPhone 8 with 4.7-inch LCD and a smaller footprint than the current iPhone 8 Plus with a 5.5-inch LCD.

In terms of physical footprint, think of it as the average of the 4.7-inch iPhone 8 and the 5.5-inch iPhone 8 Plus. But, thanks to a full-face display, it'd offer users more screen real-estate -- a clear win.

Considering that Apple's iPhone 7 Plus performed surprisingly well during the last product cycle and Apple CEO Tim Cook's commentary about the iPhone 8 Plus getting ""off to the fastest start of any Plus model,"" there's a clear shift in customer preference toward larger-screen devices.

A 6.1-inch LCD iPhone serving as Apple's entry-level flagship iPhone would mean that Apple is, yet again, forcing a screen-size increase upon users, just as it did when it introduced the iPhone 6 and the iPhone 6 Plus back in the fall of 2014.

There will, of course, be those folks that may resist such a screen size increase. However, I think that those within the iPhone installed base that are reluctant to move to even larger screen sizes will ultimately (and perhaps grudgingly) move to larger-screen iPhones and then quickly find that something like the iPhone 8 is simply too small.

Apple's making the right call here, and I think the performance of Apple's iPhone business in the years ahead will bear that hypothesis out."
2017-11-17T17:30:27Z,"On Friday morning, shares of Apple (AAPL) were a little weaker thanks to the broad market being lower, but we also received some short term negative product news. The highly anticipated HomePod smart speaker has been delayed to 2018, which will certainly disappoint those who wanted it for Christmas. This isn't a big surprise in my opinion, and as such, investors should not change their opinion of the stock due to a small delay.

Originally, the HomePod was supposed to start shipping to customers in December, but now that time frame has been adjusted to ""early 2018"". This might not be a total surprise, if you remember back in September I talked about there being some disappointment that there was no HomePod discussion at the iPhone event. With no other major Apple events in October or anything scheduled for November, I am not totally surprised that the release was pushed back.

This looks exactly like what we saw last year with the release of the AirPods. Apple delayed its release because the product was ""not ready for customers"". While some will worry about production problems, just like we saw with the iPhone X, it is clear that Apple is prioritizing quality here, not wanting to ship a brand new product until it is 100% ready. That didn't seem to impact sales of the AirPods at all last year, given they've been one of the company's hottest items this year.

The major question here that investors will ask is how much will this impact the company's financials? Well, even if there had been a December launch, I'm guessing that Apple was going to be supply constrained at launch like it usually is, so I wasn't banking on anything more than maybe a few hundred thousand units at most before the end of 2017 anyway. With management providing a $3 billion range for its revenue guidance in the period, there was easily enough room to absorb this ""hit"", if you are one that assumes management was originally counting on revenues coming this quarter. At a $349 price, even a million units was only $349 million in revenue, a drop in the bucket when you are looking for more than $86 billion in the period.

Now it is completely possible that management excluded any contribution from HomePod in the period when it gave guidance. As you saw in the image above, analysts are already expecting much more growth in the March period as the iPhone X ramps up, as well as the HomePod. If you think that the timeline will be pushed back a bit, maybe the street will push some March quarter revenues into the June period, but at this point it shouldn't be anything significant that will change the overall story.

At the same time, we're still waiting to hear news about the other major product coming from Apple in December, the new iMac Pro. This is the most powerful desktop machine that the company has ever built, and the incredible tech specs give it a premium $4,999 price. The Mac line was perhaps the star of the show in the September quarter for Apple, not only showing 10% unit sales growth over the prior year period, but 25% revenue growth, easily surpassing estimates. Average selling prices will rise further once this iMac Pro beast starts shipping to customers.

So while Apple may have disappointed some customers Friday with the news that it is delaying shipments of the HomePod smart speaker until early 2018, I don't think investors should react in any big way to this news. Just like with the AirPods last year, Apple wants to get it right, and that's the best strategy. We just have to shift some revenues a bit forward, but there probably isn't going to be any major impact to the December period anyway given expectations for just a few week of sales were likely low given normal supply constraints at launch. As I've continued to state, any weakness in Apple shares for investors is an opportunity to add more, and news like this likely could play right into that notion.

Disclosure: I/we have no positions in any stocks mentioned, and no plans to initiate any positions within the next 72 hours.

I wrote this article myself, and it expresses my own opinions. I am not receiving compensation for it (other than from Seeking Alpha). I have no business relationship with any company whose stock is mentioned in this article.

Additional disclosure: Investors are always reminded that before making any investment, you should do your own proper due diligence on any name directly or indirectly mentioned in this article. Investors should also consider seeking advice from a broker or financial adviser before making any investment decisions. Any material in this article should be considered general information, and not relied on as a formal investment recommendation."
2017-11-17T10:56:08-05:00,"What greater conundrum does the value investor have but to choose whether to buy Apple Inc. (NASDAQ: ) stock now, wait for a better entry or just hide in the closet and forget about it?

It’s not like APPL stock hasn’t had its share of setbacks. A couple of years back, AAPL stock was sitting in the 90’s and people were saying the best days of AAPL stock were behind it.

Today AAPL stock sits at $170 per share with a market cap of $876 billion, almost a third of which is straight up cash. To figure out what to do, you first have to determine your time horizon. The Liberty Portfolio, my stock advisory newsletter, has a minimum time horizon of 10 years, and it seeks stocks that are both value and growth oriented, but with limited risk.

I’m not concerned about AAPL stock in the long-term. I’m concerned that the market is 30% overvalued and AAPL stock could take a hit in a broad market selloff. So the question is whether it is a value play right now.

In its last report, Q4 revenue increased about 12%, and about 6.5% for the year. Gross margin was about the same at 38%. Net income was up $1.7 billion to $10.7 billion for the quarter, and up from $45.69 billion to $48.35 billion. That’s increases of 19% and 5%, respectively.

I’m going to take 20% off the $172 billion of net cash to account for possible repatriation of that cash, via taxation. Thus, I back out $138 billion or about $25 per share in cash to value the business on its own. So APPL stock trades at $144 (net of cash) and on $9.21 in EPS for the year, trades at 15.6x FY17 earnings.

Analysts see 11.6% annualized EPS growth going forward. Now, I give APPL stock a 10% premium each for having a world-class brand name, strong cash position, and fantastic cash flow — $64 billion in operating cash flow for the year.

Thus, I get a fair value for APPL stock right at 15x earnings. So far, so good. Does the underlying business support this valuation? My concerns with Apple stock price have been centered around the company’s apparent inability to get into new businesses. The iPhone accounted for 70% of sales."
2017-11-17T04:01:37-05:00,"Investing guru Warren Buffett has always been cautious about the tech sector. A rapidly changing landscape and fierce competition make it difficult to choose a winner for the long term. However, Buffett has been a bit more open to tech investments over the past few years and a recent regulatory filing showed that the Oracle of Omaha has been buying up shares of Apple Inc. (NASDAQ: ).

Earlier this week, regulatory filings showed that Buffett increased his holdings of AAPL stock by 3% during the third quarter to a total 134 million shares. His purchase makes him the fifth-largest Apple stock holder.

To be sure, data on these purchases is somewhat outdated and it’s never a good idea to blindly follow anyone, even Warren Buffet, I think he is on to something. The AAPL stock price has been on a bit of a roller coaster ride so far this year as worries about iPhone sales weighed on investor confidence in Apple’s future.

However, even with the ups and downs, AAPL stock has still increased more than 45% so far this year, that, combined with the tech-maker’s strong financial position, compelling moat and strong brand position, make it a good long-term pick. As AAPL stock has declined 4% over the last five day, we are at a good entry point.

Apple’s fourth quarter results beat expectations and gave investors a reason to believe that The Fruit was on its way back to the top. Revenue came in at $52.6 billion, above analysts expectations of $50.7 billion. More importantly, AAPL topped forecasts of 46 million for iPhone unit sales, with the actual figure coming in slightly higher at 46.7 million.

Although the iPhone unit sales were only marginally higher than what analysts were expecting, Apple brought in a ton of cash as the iPhone 8 and iPhone 8 Plus became the firm’s best-selling products as soon as they were launched.

Guidance for the future was equally as impressive with revenue seen rising to somewhere between $84 billion and $87 billion in the first quarter.

That will add to Apple’s already strong financial position. The company is sitting on a big pile of cash, which bodes well for investors in several ways."
2017-11-16T09:57:21-05:00,"When Apple Inc. (NASDAQ: ) released its Q4 earnings results at the start of November, much of the focus was on iPhone sales and record Services revenue. But Mac revenue was also strong — the highest September quarter ever. And a new report says that refreshed MacBook Pros, back-to-school and educational purchases combined for MacBook sales that pushed Apple into fourth place globally among laptop makers for Q3 2017.

Those MacBook numbers may not have had a huge impact on AAPL stock, but it has been a while since there was good news on the Mac sales front.

Apple doesn’t officially spike out MacBook sales versus other Mac sales in its quarterly results. However, TrendForce tracks laptop sales and the market research firm published its numbers for Q3 2017. According to the TrendForce report, Apple MacBook sales were 4.43 million units, up 11.3% from the previous quarter.

Apple’s numbers outperformed the industry in general, which saw global laptop shipments rise 6.8% compared to the second quarter, and was second only to HP Inc (NYSE: ), which notched a 17.6% quarterly gain.

The increase in MacBook sales was enough to move Apple into fourth place among global laptop makers, with a 10.4% overall market share. ASUS dropped to fifth place, with 8.9%, while HP was on top at 25.8%.

Naturally, the TrendForce report leads to the age-old argument about how different market research firms track numbers. IDC and Gartner previously released Q3 reports and while they both tracked overall Mac sales (instead of spiking out MacBook sales), they came up with conflicting results. About the only fact that all three firms can agree on about that third quarter is that HP remains firmly on top of global PC sales.

However, Apple’s Q4 numbers tell the full story of Mac sales — no speculation or projection here — and it was good news.

AAPL’s fourth quarter — July 1 to Sept. 30 — corresponds to the global third quarter used by market research firms, so we are comparing apples to apples when talking numbers."
2017-11-15T14:40:00-05:00,"Warren Buffett is famously averse to investing in tech companies, in part because technology advances so quickly that the competitive landscape can shift quickly. Earlier this year, the Oracle of Omaha conceded that he was ""too dumb"" and missed the boat on Amazon.com, and that it was also a mistake to have never bought shares of Alphabet.

Buffett started dipping his toes into tech way back in 2011, when he first invested Berkshire Hathaway's (NYSE:BRK-A) (NYSE:BRK-B) money in IBM (NYSE:IBM). It would take another five years before the famed investor would initiate a position in Apple (NASDAQ:AAPL). To date, these are the only two tech stocks that Berkshire owns. However, IBM seems to have fallen out of Buffett's favor in recent years, while Apple appears ascendant.

Institutional investors are now filing quarterly ownership disclosures, and Berkshire's filing showed that Buffett's holding company added 3.9 million shares of Apple in the third quarter (a sequential increase of 3%), while selling off over 17 million shares of IBM (a sequential decrease of 31.5%). The number of Apple shares that Berkshire bought in the third quarter is fairly modest, particularly compared to the shares added in Q4 2016 and Q1 2017.

If you look at how many shares of each company Berkshire has held over the past two years, it's pretty clear that Berkshire is losing confidence in Big Blue while betting more on the Mac maker.

The numbers of shares held only tell part of the story, though. Berkshire first started buying IBM stock in March 2011, and IBM has performed abysmally relative to the broader market in that time frame. The S&P 500 has nearly doubled, while IBM is down 8% (not including dividends).

In contrast, Apple has outpaced the S&P 500 since the beginning of 2016, and Buffett has already made billions on his position.

""I don't value IBM the same way that I did six years ago when I started buying... I've revalued it somewhat downward,"" Buffett told CNBC in May. Both IBM and Apple sport cheap valuation metrics and strong cash flow relative to other tech companies, which is probably what drew Buffett to the tech giants in the first place.

Hopefully, Berkshire's Apple gains can offset some of its losses on IBM."
2017-11-14T15:33:00-05:00,"The only official metric that Apple (NASDAQ:AAPL) disclosed about Apple Watch during last quarter's earnings release was that the smartwatch enjoyed ""unit growth of over 50% for the third consecutive quarter."" Lacking a base figure for that growth, investors remain largely in the dark regarding Watch sales and have to rely on third-party estimates.

Market researcher Canalys has put out its most recent estimates for the wearable band market, and says that Apple Watch Series 3 helped the company regain the No. 1 spot in the third quarter. Apple shipped 3.9 million Apple Watches last quarter, according to Canalys.

China's Xiaomi, which was the No. 1 vendor in the second quarter, fell to the No. 2 spot with 3.6 million units, while Fitbit (NYSE:FIT) came in at No. 3 with 3.5 million units shipped. The overall market contracted modestly, falling 2% to 17.3 million units as consumer preferences continue to shift away from basic trackers and toward full-featured devices like smartwatches. That trend has been unfolding for a while now, but accelerated this year, as seen in Fitbit's unit volumes.

Canalys analyst Jason Low notes that cellular connectivity appears to be driving demand, which is mitigating concerns at wireless carriers that consumers aren't interested in cellular smartwatches (a concern that I shared previously). The researcher estimates that approximately 800,000 Apple Watches shipped during the quarter -- about a fifth -- included cellular connectivity. Domestic carriers are charging $10 per month to add a data plan for Apple Watch, which could be rather profitable, as actual data usage will probably be quite low. Nobody's streaming video to such a small screen.

The device suffered from some modest supply constraints in several important markets like China, as Series 3 launched with just days left in the third quarter alongside the iPhone 8 and 8 Plus.

More broadly, Apple says its total wearables business grew 75% last quarter as well as throughout fiscal 2017, and is now the size of a Fortune 400 company. No. 400 on the Fortune 500 for 2017 was Calpine, with $6.7 billion in revenue, so we can say Apple's wearables business is at least that large and represents over half of the company's ""Other Products"" segment, which generated $12.9 billion in revenue in fiscal 2017.

The Mac maker uses a unique definition for wearables and includes wireless headphones like AirPods and BeatsX as well as Apple Watch. In contrast, market researchers like IDC do not include wireless headphones in the wearables category unless they include other additional features, such as health/fitness tracking, integrated artificial intelligence (AI) that isn't just coming through a paired smartphone, augmented audio, or real-time translation.

With an augmented reality (AR) headset in the works that would inevitably be considered a wearable as well, it could be just a matter of time before Apple officially breaks out wearables into a distinct reportable product segment."
2017-11-14T08:00:00-05:00,"Over the last several years, Apple (NASDAQ:AAPL) has continued to dramatically increase its spending on research and development.

Fully funded research and development activities are critically important to a company's long-term success. Such spending allows companies to both significantly enhance existing product lines (in Apple's case, this would include iPhone, iPad, Mac, and Apple Watch) while also working to develop entirely new product categories.

Additionally, Apple has brought an increasing amount of technology development in-house to reduce its dependence on third-party suppliers and to increase the amount of proprietary technology that it owns, enhancing its competitive positioning in the marketplace.

During fiscal year 2017, Apple once again cranked up the amount of money it's investing in research and development. Here's why investors should care.

In fiscal year 2017, Apple spent $11.58 billion on research and development activities. That was a nearly $1.6 billion increase from the $10 billion that the company spent during fiscal year 2016. In the year before that, Apple spent just $8.07 billion on research and development.

This means that over just two short years, Apple increased its research and development spending by about $3.5 billion.

Apple isn't yet the biggest R&D spender in tech, though; that honor goes to search giant Alphabet, which spent $13.95 billion in research and development in calendar year 2016 and is on track to spend even more this year (Alphabet spent $12.32 billion in research and development in just the first nine months of 2017 alone).

However, it's clear that Apple is still increasing its investments at a furious pace, no doubt to try to extend its leadership positions in the smartphone, tablet, and PC markets, feed its investments in services, Apple Watch, and new accessories, and increase its bets on new areas like augmented reality and possibly autonomous driving.

Apple, of course, isn't going to publicly disclose where exactly that increase came from, but it did say in its form 10-K filing that the research and development bump in fiscal year 2017 was due to ""increases in headcount-related expenses and material costs to support expanded R&D activities.""

Apple's clearly investing heavily in its future.

Ultimately, Apple's increased spending means that the product portfolio that we'll see coming out of the company in the years ahead will continue to get better.

Now, I know what you're thinking: Of course new products will be better than the ones that came before them, otherwise it wouldn't make sense for Apple to release them in the first place.

That's not quite what I'm trying to convey, though. What this expanded spending will allow Apple to do is to make bigger strides in each generation so that each new product generation is better and more competitive relative to what it faces in the marketplace than prior products were.

Perhaps the best example of this is the iPhone X. For the first time in what seems like years, Apple has released a phone that not only achieves leadership across every relevant technology vector, but it incorporates fundamentally new, paradigm-shifting hardware and software that's unmatched by anything currently in the market today.

I think Apple's increased spending will allow it to deliver more such iPhone X-level product innovations going forward, and because Apple is so financially successful, increasingly fewer companies will be able to compete with Apple in its core businesses over time."
